camera,frame,prediction,consumers,latency
1,144,None,352,37.7087819576,
1,361,None,352,2.77546405792,
2,322,None,352,24.1831860542,
2,342,None,352,22.460488081,
1,50,None,352,52.7212479115,
2,354,None,352,20.868473053,
1,156,None,352,37.4393761158,
2,283,None,352,30.4505329132,
2,450,None,352,10.8714659214,
1,335,None,352,8.93190908432,
2,508,None,352,4.26763892174,
1,305,None,352,14.9575119019,
1,423,None,352,0.450444936752,
2,616,None,352,1.35581302643,
2,644,Unknown,352,0.68546795845,
1,484,None,352,0.973788022995,
2,699,None,352,1.08263397217,
1,509,None,352,1.67704510689,
1,514,None,352,1.32706689835,
1,544,None,352,1.18561410904,
2,790,None,352,0.660094022751,
1,581,None,352,1.30252790451,
2,816,None,352,0.912369012833,
2,831,None,352,0.32227396965,
1,669,None,352,1.45811295509,
1,673,None,352,1.06721901894,
2,934,None,352,1.17004299164,
1,692,None,352,0.781800031662,
2,982,None,352,0.676105976105,
2,1053,None,352,0.926482915878,
1,784,None,352,0.371200084686,
1,785,None,352,0.964381933212,
2,1083,None,352,0.568620920181,
1,807,None,352,1.16754603386,
1,821,None,352,1.2693669796,
2,1131,None,352,1.03390097618,
1,869,None,352,0.894587993622,
1,873,None,352,0.482595920563,
2,1182,None,352,1.06888890266,
1,889,None,352,0.712641000748,
2,1211,None,352,1.67235994339,
1,939,None,352,0.83949303627,
2,1274,None,352,0.928348064423,
1,953,None,352,0.803102016449,
1,998,None,352,1.55662202835,
2,1351,None,352,1.01125097275,
1,1156,None,352,1.23702597618,
2,1572,None,352,1.34471702576,
2,1611,None,352,0.415378093719,
1,1215,None,352,1.20381808281,
1,1231,None,352,0.806356906891,
2,1656,None,352,0.57248210907,
2,1661,None,352,1.42001509666,
2,1677,None,352,1.07638192177,
1,1280,None,352,1.18028092384,
1,1282,None,352,1.83123993874,
2,1727,None,352,0.588778972626,
2,1754,None,352,0.734272956848,
1,1338,None,352,0.751291036606,
2,1841,None,352,0.779798030853,
1,1403,None,352,0.387631893158,
1,1417,None,352,0.489399909973,
2,1908,None,352,0.593561887741,
2,1943,None,352,0.714083909988,
2,1947,None,352,1.34949398041,
2,2003,None,352,0.306663036346,
1,1516,None,352,0.322838068008,
2,2039,None,352,0.449835062027,
2,2077,None,352,1.06045889854,
1,1613,None,352,0.726998090744,
1,1642,None,352,1.16079211235,
2,2206,Unknown,352,1.24391388893,
2,2245,Unknown,352,0.818516969681,
2,2293,None,352,0.428253889084,
2,2301,Unknown,352,1.52487897873,
1,1763,None,352,0.635951042175,
2,2375,None,352,1.24389505386,
1,1838,None,352,0.609553098679,
1,1859,None,352,0.862327098846,
1,1926,None,352,1.22957706451,
1,1970,None,352,0.915111064911,
2,2611,None,352,0.710776090622,
2,2612,None,352,1.39463591576,
2,2775,None,352,1.07034492493,
1,2155,None,352,1.21452188492,
2,2908,None,352,0.393387079239,
2,2951,None,352,1.17138504982,
2,2955,None,352,0.764396905899,
1,2245,None,352,1.08346700668,
2,2990,None,352,0.671233892441,
2,3003,None,352,1.19890594482,
2,3052,None,352,0.652581930161,
1,2331,None,352,1.1758210659,
2,3164,None,352,0.315860033035,
2,3177,None,352,0.781054019928,
2,3182,None,352,0.292660951614,
1,2419,None,352,1.40388202667,
1,2441,None,352,0.449639081955,
2,3251,None,352,1.54932904243,
1,2487,None,352,0.564850091934,
2,3375,None,352,0.693150043488,
2,3425,None,352,1.56113409996,
1,2602,None,352,0.818713903427,
1,2611,None,352,1.16130805016,
1,2616,None,352,0.888664007187,
2,3503,None,352,0.82691192627,
1,2666,None,352,0.525055885315,
1,2690,None,352,1.15140295029,
2,3592,None,352,1.25765705109,
1,2742,None,352,0.668272018433,
1,2832,None,352,1.31054091454,
1,2918,None,352,0.978773117065,
1,2943,None,352,0.58486700058,
1,2950,None,352,0.730369091034,
2,3912,None,352,1.08847904205,
2,3951,None,352,0.697885036469,
2,4140,None,352,0.386056900024,
2,4155,Unknown,352,1.36312103271,
2,4217,Unknown,352,1.50559997559,
1,3244,None,352,0.587779998779,
2,4312,Aquaman,352,0.642669916153,
2,4363,Unknown,352,0.581582069397,
1,3317,None,352,1.03848195076,
2,4397,None,352,1.25595092773,
2,4525,Unknown,352,1.07027792931,
2,4540,Unknown,352,0.969793081284,
2,4582,None,352,0.727669000626,
2,4619,None,352,0.844258069992,
2,4633,None,352,0.442914009094,
1,3538,N
