camera,frame,prediction,consumers,latency
1,2,None,352,58.6776270866,
2,47,None,352,54.7145268917,
2,160,None,352,44.0183711052,
2,50,None,352,55.2754030228,
2,112,None,352,49.6023509502,
1,10,None,352,58.7728428841,
1,324,None,352,10.6069939137,
1,137,None,352,40.8755838871,
1,253,None,352,22.9515810013,
2,333,None,352,25.2743821144,
1,346,None,352,7.32700109482,
2,197,None,352,41.5147550106,
1,151,None,352,39.6735720634,
2,584,None,352,1.17813801765,
2,651,None,352,1.22943401337,
2,686,None,352,1.21981906891,
1,542,None,352,0.901518106461,
2,747,None,352,0.500524044037,
1,569,None,352,1.14304709435,
2,804,None,352,1.1969909668,
1,621,None,352,1.08536911011,
2,888,None,352,0.913181066513,
2,974,None,352,0.730894088745,
1,719,None,352,0.952702045441,
2,984,None,352,0.877595901489,
1,739,None,352,0.978254079819,
1,741,None,352,1.23820495605,
1,830,None,352,0.568213939667,
2,1132,None,352,1.16388297081,
2,1135,None,352,0.81852889061,
1,887,None,352,0.456696987152,
2,1202,None,352,1.13769388199,
1,903,None,352,1.08005309105,
2,1227,None,352,1.29971408844,
2,1273,None,352,0.703840017319,
2,1301,None,352,0.99270606041,
2,1303,None,352,1.58367991447,
2,1311,None,352,1.12239003181,
1,986,None,352,0.402919054031,
2,1407,None,352,1.53736901283,
2,1421,None,352,0.680802106857,
1,1062,None,352,1.1387488842,
1,1070,None,352,1.18590211868,
2,1527,None,352,0.634948968887,
2,1536,None,352,0.831970930099,
1,1164,None,352,0.465699911118,
2,1582,None,352,1.04616308212,
1,1193,None,352,1.13842010498,
2,1598,None,352,1.27427411079,
1,1209,None,352,1.23974299431,
2,1636,None,352,1.37001299858,
1,1289,None,352,1.28035402298,
2,1738,None,352,0.881833076477,
2,1759,None,352,0.301500082016,
2,1830,None,352,0.916590929031,
2,1838,None,352,0.515497922897,
2,1843,None,352,0.995872020721,
1,1386,None,352,1.12292194366,
2,1912,None,352,1.12478995323,
2,2173,Unknown,352,1.35960006714,
1,1663,None,352,1.47101998329,
1,1681,None,352,1.06166505814,
1,1688,None,352,0.877952098846,
1,1739,None,352,1.00451898575,
2,2349,None,352,1.13364505768,
2,2366,None,352,0.893685102463,
2,2391,None,352,0.728391885757,
2,2423,None,352,0.335773944855,
2,2444,Unknown,352,1.69820904732,
1,1861,None,352,1.29305911064,
2,2497,Unknown,352,1.31392407417,
2,2508,None,352,1.05867409706,
1,1901,None,352,0.497591972351,
2,2582,None,352,0.694678068161,
2,2631,None,352,1.30865001678,
2,2641,None,352,1.41507697105,
1,2031,None,352,1.25440192223,
1,2042,None,352,0.840604066849,
1,2064,None,352,1.05109190941,
1,2080,None,352,0.65257191658,
1,2130,None,352,0.354052066803,
1,2157,None,352,0.494908094406,
1,2196,None,352,1.18776988983,
1,2208,None,352,1.25468206406,
2,3022,None,352,1.33787894249,
2,3077,None,352,0.461956977844,
1,2341,None,352,0.542536973953,
1,2342,None,352,0.726021051407,
1,2379,None,352,1.18748807907,
1,2433,None,352,0.290767908096,
2,3310,None,352,0.944644927979,
2,3346,None,352,0.979455947876,
1,2532,None,352,1.00337505341,
1,2566,None,352,1.11985111237,
2,3408,Unknown,352,1.42558503151,
2,3414,None,352,0.85338306427,
1,2645,None,352,1.48385906219,
2,3573,None,352,1.3670270443,
1,2706,None,352,1.22199201584,
2,3622,None,352,0.557804107666,
1,2739,None,352,1.33665704727,
2,3655,None,352,0.471368074417,
1,2836,None,352,0.618984937668,
1,2948,None,352,1.21650409698,
1,2983,None,352,0.340162038803,
1,2986,None,352,0.901911020279,
2,3953,None,352,1.07225489616,
1,2995,None,352,1.55545806885,
2,4037,None,352,0.721882104874,
1,3101,None,352,1.42096090317,
2,4119,Aquaman,352,1.38972401619,
1,3159,None,352,0.969356060028,
1,3161,None,352,0.360626935959,
2,4203,Aquaman,352,0.874278068542,
2,4204,Aquaman,352,0.981826066971,
1,3195,None,352,1.38137602806,
1,3286,None,352,0.535337924957,
1,3287,None,352,0.712129116058,
2,4378,Unknown,352,1.19871902466,
2,4385,None,352,0.808872938156,
2,4427,None,352,0.79656791687,
1,3364,None,352,0.471342086792,
2,4444,None,352,0.710750102997,
1,3375,Unknown,352,1.44041895866,
2,4482,None,352,1.04951190948,
2,4506,None,352,0.651710033417,
1,3417,None,352,0.300591945648,
2,4509,None,352,1.41409111023,
1,3519,None,352,0.274481058121,
1,3532,None,35
