camera,frame,prediction,consumers,latency
2,134,None,352,44.7554819584,
2,231,None,352,35.8751749992,
2,3551,None,352,117.199495077,
2,3551,None,352,117.241457939,
1,278,None,352,19.533162117,
2,491,None,352,7.57897210121,
1,2667,None,352,119.911142111,
2,106,None,352,48.9618229866,
2,3581,None,352,114.194390059,
2,3619,None,352,111.254725933,
1,127,None,352,41.5377409458,
2,225,None,352,37.5512580872,
2,3564,None,352,116.904390097,
2,3564,None,352,116.958614111,
1,338,None,352,12.2232949734,
1,409,None,352,3.39592504501,
2,471,None,352,11.4998309612,
2,200,None,352,41.5929839611,
2,280,None,352,33.6268239021,
1,187,None,352,34.8383190632,
2,296,None,352,31.8959429264,
2,32,None,352,58.1715970039,
1,254,None,352,26.2170200348,
2,369,None,352,25.4950559139,
2,150,None,352,47.6366589069,
1,260,None,352,25.6486940384,
1,215,None,352,32.8940899372,
2,408,None,352,22.5843119621,
1,274,None,352,25.7971360683,
1,308,None,352,20.8508279324,
1,440,None,352,1.11463093758,
2,607,None,352,0.655284881592,
1,469,None,352,0.825213909149,
2,638,Unknown,352,1.47445201874,
1,498,None,352,1.08913397789,
1,501,None,352,0.714370965958,
1,506,None,352,1.31904101372,
1,535,None,352,0.938936948776,
2,695,None,352,1.61758708954,
1,537,None,352,2.28573703766,
2,703,None,352,1.80855798721,
2,705,None,352,2.15219402313,
2,739,None,352,1.08058595657,
2,740,None,352,1.66719102859,
2,765,None,352,1.26616501808,
2,814,None,352,0.781836032867,
1,677,None,352,0.846527099609,
2,870,None,352,0.438540935516,
2,878,None,352,1.20767903328,
1,693,None,352,1.30513310432,
1,696,None,352,0.904799938202,
2,901,None,352,1.0081140995,
2,908,None,352,0.657228946686,
1,757,None,352,1.30313491821,
2,992,None,352,1.41585803032,
1,782,None,352,0.592741966248,
2,1056,None,352,0.734040021896,
1,860,None,352,0.387345075607,
1,913,None,352,0.389270067215,
2,1150,None,352,1.00244998932,
2,1153,None,352,1.60247206688,
2,1164,None,352,1.37779593468,
1,977,None,352,1.24023604393,
2,1268,None,352,0.362385034561,
1,1052,None,352,0.479213953018,
2,1314,None,352,1.07368898392,
2,1326,None,352,1.04876208305,
1,1064,None,352,1.7085609436,
2,1385,None,352,0.783977985382,
2,1394,None,352,0.793371915817,
2,1443,None,352,1.2509970665,
2,1491,None,352,0.869970083237,
1,1201,None,352,1.26789307594,
2,1494,None,352,1.5781788826,
2,1546,None,352,1.1663711071,
2,1560,None,352,0.505584955215,
2,1597,None,352,1.11798501015,
2,1646,None,352,0.752022981644,
1,1332,None,352,0.482975006104,
1,1357,None,352,0.860598087311,
1,1361,None,352,0.464538097382,
1,1375,None,352,1.47758889198,
2,1707,None,352,0.686070919037,
1,1379,None,352,1.31012105942,
2,1719,None,352,1.40649390221,
1,1390,None,352,2.08325195312,
2,1772,None,352,1.20957899094,
1,1452,None,352,1.31781196594,
1,1458,None,352,0.949295043945,
2,1829,None,352,0.449148893356,
1,1489,None,352,1.23534202576,
1,1505,None,352,1.56926703453,
1,1519,None,352,1.18252110481,
1,1543,None,352,1.08224892616,
2,1914,None,352,1.2564098835,
2,1921,None,352,0.975967884064,
2,1923,None,352,1.21993589401,
