camera,frame,prediction,consumers,latency
1,2741,None,352,107.762331963,
2,194,None,352,38.826267004,
2,347,None,352,24.1583390236,
1,323,None,352,13.1988010406,
2,3541,None,352,118.516635895,
2,3621,None,352,110.531312943,
2,483,None,352,8.7429599762,
1,35,None,352,53.3588891029,
2,271,None,352,33.4227409363,
2,133,None,352,46.6641199589,
2,211,None,352,38.7280259132,
2,221,None,352,39.0166070461,
1,326,None,352,14.0711529255,
1,213,None,352,30.2389779091,
2,527,None,352,5.77962803841,
2,303,None,352,32.0589981079,
2,374,None,352,25.0966498852,
2,102,None,352,51.4194340706,
2,460,None,352,13.4630839825,
2,481,None,352,12.8955049515,
1,365,None,352,12.461564064,
2,533,None,352,7.74770307541,
2,561,None,352,3.87959003448,
1,418,None,352,5.48089289665,
1,458,None,352,1.49375510216,
1,467,None,352,0.604655981064,
1,490,None,352,1.20346593857,
2,654,None,352,1.3195579052,
2,660,None,352,0.89896607399,
2,667,None,352,0.630567073822,
2,671,None,352,1.22561192513,
1,522,None,352,1.33901000023,
2,715,None,352,0.45922088623,
2,718,None,352,0.69435095787,
2,735,None,352,0.80027794838,
2,738,None,352,1.4004740715,
1,738,None,352,0.620085000992,
2,945,None,352,1.22919011116,
2,951,None,352,0.827171087265,
2,962,None,352,0.918276071548,
2,1040,None,352,0.641163110733,
1,853,None,352,0.763798952103,
1,858,None,352,1.41904711723,
1,865,None,352,1.10230302811,
2,1108,None,352,0.717576980591,
1,893,None,352,0.824448108673,
2,1137,None,352,0.90261888504,
1,912,None,352,0.274673938751,
1,969,None,352,1.4149711132,
2,1257,None,352,1.08256006241,
1,1014,None,352,1.16673493385,
1,1015,None,352,0.767868041992,
2,1292,None,352,0.955234050751,
1,1049,None,352,1.08725500107,
2,1327,None,352,1.19474697113,
2,1350,None,352,0.800018072128,
2,1364,None,352,0.406876087189,
1,1126,None,352,1.03098297119,
1,1128,None,352,1.70630693436,
1,1149,None,352,1.31314897537,
1,1161,None,352,0.922074079514,
2,1464,None,352,1.0319108963,
2,1557,None,352,1.24470210075,
2,1564,None,352,1.33870601654,
1,1267,None,352,1.44076704979,
1,1314,None,352,1.08195400238,
1,1324,None,352,0.716593980789,
1,1334,None,352,0.825042963028,
1,1336,None,352,1.04428792,
1,1392,None,352,0.706096887589,
2,1736,None,352,1.31599807739,
2,1793,None,352,0.44185590744,
2,1804,None,352,0.63844203949,
2,1874,None,352,0.786977052689,
2,1875,None,352,1.38356304169,
1,1560,None,352,1.01507401466,
2,1934,None,352,0.606408119202,
2,2104,None,352,0.630867958069,
2,2132,None,352,0.889168024063,
2,2151,Unknown,352,1.23829197884,
2,2172,Unknown,352,0.846116065979,
1,1769,None,352,0.512227058411,
1,1808,None,352,1.14730811119,
2,2250,Unknown,352,1.41918301582,
1,1839,None,352,1.51798295975,
2,2302,Unknown,352,1.43091893196,
2,2374,None,352,0.569164037704,
1,2096,None,352,0.774983882904,
2,2647,None,352,0.417237997055,
2,2666,None,352,0.598047018051,
2,2686,None,352,0.706640005112,
2,2730,None,352,0.600765943527,
2,2766,None,352,0.939618110657,
2,2799,None,352,1.05824899673,
2,2888,None,352,0.713459014893,
1,2372,None,352,1.32883095741,
1,2393,None,352,0.937832117081,
2,2937,None,352,0.544188976288,
1,2409,None,352,1.17009496689,
2,2991,None,352,1.28870010376,
2,3002,None,352,0.883291959763,
1,2461,None,352,0.491646051407,
2,3070,None,352,1.11980891228,
1,2549,None,352,1.29261398315,
1,2554,None,352,0.883932113647,
2,3163,None,352,1.00336909294,
2,3196,None,352,0.619745969772,
2,3204,None,352,1.16943192482,
2,3290,None,352,0.844347953796,
2,3300,None,352,1.01433491707,
2,3352,None,352,1.1467320919,
1,2741,None,352,1.25566911697,
1,2781,None,352,0.465451955795,
1,2797,None,352,0.759996891022,
1,2798,None,352,1.4335360527,
1,2829,None,352,1.06102490425,
2,3468,None,352,0.657078027725,
2,3541,None,352,0.797816038132,
1,2945,None,352,0.499366044998,
2,3621,None,352,1.16720700264,
2,3645,None,352,1.28916311264,
2,3663,None,352,0.998716115952,
2,3667,None,352,0.595784902573,
1,3002,None,352,1.26300311089,
2,3686,None,352,0.852756977081,
1,3015,None,352,1.45669603348,
2,3704,None,352,0.571026086807,
2,3711,None,352,0.683770895004,
2,3722,Unknown,352,1.03116893768,
2,3760,None,352,1.15492200851,
1,3086,None,352,1.04574990273,
1,3123,None,352,1.15699601173,
1,3135,None,352,0.814959049225,
2,3845,None,352,0.914536952972,
2,3850,None,352,1.53133606911,
1,3155,None,352,0.700263977051,
2,3882,None,352,0.872792005539,
2,3888,None,352,0.502789974213,
2,3890,None,352,1.1126639843,
1,3199,None,352,0.716640949249,
2,3928,None,352,1.31349492073,
1,3226,None,352,0.490056991577,
1,3232,None,352,0.264415025711,
2,4036,None,352,1.42540097237,
1,3439,None,352,0.616910934448,
1,3453,None,352,1.22643995285,
1,3462,None,352,1.3332130909,
2,4270,Aquaman,352,0.956492900848,
2,4300,Unknown,352,1.32984399796,
2,4342,Aquaman,352,1.02755904198,
2,4368,Unknown,352,0.980110883713,
2,4369,Unknown,352,1.91179299355,
1,3598,None,352,0.549420118332,
1,3624,None,352,0.680994987488,
1,3628,None,352,1.20539498329,
2,4459,None,352,1.32310891151,
2,4505,None,352,0.480679988861,
2,4553,Unknown,352,1.61793589592,
2,4617,None,352,0.405472040176,
2,4628,None,352,0.678488969803,
1,3829,None,352,0.307683944702,
1,3884,None,352,1.24187994003,
2,4768,None,352,0.336951971054,
2,4774,None,352,0.975317001343,
1,3905,None,352,0.574357032776,
2,4789,None,352,1.16708493233,
2,4812,None,352,0.775665044785,
2,4817,None,352,1.03243589401,
2,4833,None,352,1.14614605904,
2,4838,None,352,0.742733955383,
1,3953,None,352,1.34390997887,
2,4848,None,352,0.562702894211,
2,4892,None,352,0.711514949799,
2,4907,None,352,0.827091932297,
2,4949,None,352,1.44963598251,
1,4114,None,352,0.449810028076,
2,5062,None,352,1.10048294067,
2,5079,Unknown,352,1.29866909981,
2,5087,Unknown,352,1.2955288887,
1,4184,None,352,1.44469308853,
2,5149,Aquaman,352,1.25092792511,
1,4246,None,352,0.88855099678,
2,5245,None,352,0.887887001038,
1,4302,None,352,0.576042890549,
2,5272,None,352,1.16858506203,
1,4339,None,352,0.847444057465,
1,4345,None,352,0.486005067825,
2,5376,None,352,0.616080999374,
2,5434,None,352,1.29378008842,
1,4442,None,352,0.89310503006,
1,4513,None,352,0.304795980453,
1,4524,None,352,0.968341112137,
2,5590,None,352,0.693753957748,
2,5611,None,352,1.28884601593,
2,5614,None,352,0.964804887772,
2,5623,None,352,0.608061075211,
2,5641,None,352,0.723530054092,
2,5682,None,352,0.925510883331,
1,4639,None,352,1.0337460041,
2,5835,None,352,1.2985560894,
2,5881,None,352,0.991280078888,
1,4793,None,352,1.44173502922,
1,4796,None,352,1.00745201111,
2,5894,None,352,1.23970007896,
1,4822,None,352,1.24929499626,
1,4839,None,352,1.36458706856,
1,4900,None,352,1.00964999199,
1,4906,None,352,0.824155092239,
2,6023,None,352,1.49999809265,
2,6067,None,352,0.973414897919,
2,6073,None,352,1.07112288475,
2,6077,None,352,1.70935702324,
2,6093,None,352,1.05159401894,
2,6219,None,352,0.710258960724,
2,6358,Aquaman,352,0.660468101501,
1,5202,None,352,0.731060028076,
2,6576,None,352,1.44831299782,
1,5396,None,352,1.06879711151,
1,5458,None,352,1.21849608421,
2,6698,None,352,1.89055299759,
2,6714,None,352,1.00951290131,
1,5513,None,352,0.661655902863,
2,6784,Unknown,352,1.0103559494,
1,5622,None,352,1.24903011322,
1,5624,None,352,1.90220403671,
1,5647,None,352,0.525182962418,
2,6966,Unknown,352,1.40879702568,
1,5695,None,352,1.51816892624,
1,5702,None,352,1.12083697319,
2,7003,None,352,1.32272911072,
2,7011,None,352,1.42869901657,
2,7020,None,352,1.52309298515,
1,5742,None,352,1.13923406601,
1,5749,None,352,1.23997211456,
1,5770,None,352,0.814855098724,
2,7097,None,352,0.887161970139,
1,5811,None,352,0.508019924164,
1,5816,None,352,1.15990996361,
2,7161,None,352,1.25874996185,
2,7207,None,352,1.37372589111,
1,5916,None,352,1.01677489281,
2,7315,Aquaman,352,0.647062063217,
1,5957,None,352,1.24128699303,
1,5965,None,352,0.853718042374,
2,7335,Aquaman,352,0.763328075409,
1,6012,None,352,1.39926505089,
1,6013,None,352,1.07476496696,
1,6041,None,352,1.19763493538,
1,6072,None,352,0.838973045349,
2,7484,None,352,0.469464063644,
1,6141,None,352,1.10992693901,
2,7559,None,352,1.21523189545,
1,6160,None,352,0.819248914719,
2,7564,None,352,1.48764109612,
1,6173,None,352,0.573590993881,
1,6209,None,352,0.87672495842,
1,6234,None,352,0.504549026489,
1,6240,None,352,1.11758899689,
1,6282,None,352,1.25144100189,
2,7734,None,352,0.358278036118,
2,7744,None,352,0.458028078079,
2,7766,None,352,1.07224392891,
1,6343,None,352,0.681257963181,
2,7793,None,352,1.28165388107,
2,7795,None,352,1.51688098907,
1,6350,None,352,1.01849794388,
2,7863,None,352,0.733968019485,
1,6588,None,352,0.304217100143,
1,6611,None,352,0.445322036743,
1,6691,None,352,0.600338935852,
1,6699,None,352,0.7153840065,
1,6745,None,352,1.35989689827,
1,6778,None,352,1.49908900261,
1,6796,None,352,1.10304498672,
1,6817,None,352,0.721482038498,
1,6916,None,352,0.894292116165,
1,6920,None,352,0.492073059082,
1,6944,None,352,0.655862092972,
1,6964,None,352,0.773978948593,
1,7010,None,352,0.866329908371,
1,7040,None,352,0.998137950897,
1,7105,None,352,1.14370298386,
1,7163,None,352,1.27656602859,
1,7196,None,352,0.780246973038,
1,7203,None,352,0.780080080032,
1,7296,None,352,0.517771959305,
1,7344,None,352,0.512408971786,
1,7368,None,352,1.12300610542,
1,7498,None,352,0.39568400383,
1,7603,None,352,0.926630020142,
1,7637,None,352,0.624531984329,
1,7644,None,352,0.72079205513,
1,7672,None,352,0.66802406311,
1,7689,None,352,1.02172899246,
1,7798,None,352,1.20822405815,
1,7799,None,352,0.810720920563,
1,7861,None,352,0.948354959488,
1,8000,None,352,0.690560102463,
1,8078,None,352,0.835185050964,
1,8103,None,352,1.09394097328,
1,8128,None,352,0.708136081696,
1,8235,None,352,0.424520969391,
1,8264,None,352,0.321913957596,
1,8279,None,352,0.444209098816,
1,8297,None,352,1.06285095215,
1,8371,None,352,0.998198986053,
1,8413,None,352,1.12435102463,
1,8436,None,352,1.23397803307,
1,8437,None,352,0.832046031952,
1,8459,None,352,0.515005111694,
1,8603,None,352,0.280396938324,
1,8621,None,352,0.898770093918,
1,8629,None,352,0.994963884354,
1,8649,None,352,1.11472296715,
1,8663,None,352,0.746380090714,
1,8709,None,352,0.871778011322,
1,8727,None,352,0.486068964005,
1,8740,None,352,1.08158397675,
1,8890,None,352,1.41525888443,
1,8955,None,352,1.18872404099,
1,9021,None,352,0.825140953064,
1,9027,None,352,0.422213077545,
1,9060,None,352,1.09795689583,
1,9161,None,352,1.2702600956,
1,9209,None,352,0.910211086273,
1,9233,None,352,1.53946709633,
1,9281,None,352,0.586600065231,
1,9396,None,352,1.28626704216,
1,9548,None,352,0.765089988708,
1,9561,None,352,0.871448040009,
1,9584,None,352,0.712764978409,
1,9588,None,352,0.332329034805,
1,9654,None,352,0.485003948212,
1,9664,None,352,1.09666800499,
1,9688,None,352,1.25237393379,
