camera,frame,prediction,consumers,latency
2,3537,None,352,117.767932892,
2,3596,None,352,111.832114935,
2,3575,None,352,114.164916039,
1,61,None,352,49.1777219772,
1,2672,None,352,118.612719059,
2,3580,None,352,114.670037985,
1,208,None,352,29.9447069168,
2,3536,None,352,119.135040998,
2,82,None,352,51.1748979092,
2,56,None,352,54.5009241104,
2,172,None,352,42.5606300831,
2,75,None,352,52.8320040703,
1,62,None,352,50.8888208866,
2,3558,None,352,118.198313951,
2,3558,None,352,118.25927496,
2,3594,None,352,114.471345901,
1,66,None,352,50.5148301125,
2,420,None,352,17.7943720818,
2,474,None,352,11.8535690308,
2,540,None,352,4.080108881,
1,33,None,352,55.2173559666,
1,297,None,352,19.3995521069,
1,81,None,352,49.5939099789,
1,82,None,352,49.634442091,
1,86,None,352,49.7955160141,
1,227,None,352,29.8276638985,
1,291,None,352,20.984607935,
2,222,None,352,40.0922739506,
1,245,None,352,28.1261520386,
1,340,None,352,14.9037280083,
2,537,None,352,6.97037696838,
1,139,None,352,44.1173648834,
1,334,None,352,16.1730480194,
2,380,None,352,26.3301301003,
2,467,None,352,14.4772350788,
2,523,None,352,8.55954408646,
2,502,None,352,11.7987799644,
2,563,None,352,4.40092301369,
1,472,None,352,0.618455886841,
1,480,None,352,0.463212966919,
2,633,Unknown,352,0.902657985687,
2,658,None,352,0.695301055908,
2,758,None,352,0.692791938782,
1,600,None,352,1.05690097809,
2,784,None,352,0.661287069321,
2,787,None,352,0.831778049469,
1,616,None,352,1.43818306923,
1,620,None,352,1.32432603836,
2,853,None,352,1.26246595383,
2,862,None,352,1.69203209877,
1,686,None,352,1.12538790703,
2,929,None,352,1.1452190876,
1,762,None,352,1.10563492775,
1,764,None,352,1.69967794418,
2,1001,None,352,1.31694197655,
1,800,None,352,1.08275604248,
1,801,None,352,1.68151903152,
1,824,None,352,0.632524013519,
2,1052,None,352,1.08276605606,
2,1055,None,352,0.427118062973,
2,1099,None,352,0.420283079147,
2,1100,None,352,0.562725067139,
2,1124,None,352,0.522919893265,
2,1127,None,352,1.12207007408,
1,897,None,352,0.422738075256,
2,1196,None,352,0.769377946854,
1,971,None,352,0.764265060425,
1,975,None,352,1.372371912,
2,1247,None,352,0.995836019516,
1,1017,None,352,0.603990077972,
1,1061,None,352,0.725091934204,
2,1353,None,352,1.4387049675,
2,1415,None,352,1.11959290504,
2,1425,None,352,1.43356204033,
1,1207,None,352,1.23435401917,
2,1584,None,352,0.607722043991,
2,1601,None,352,0.500730991364,
1,1319,None,352,0.851464986801,
1,1320,None,352,1.3124499321,
1,1363,None,352,0.587567090988,
2,1722,None,352,0.703550100327,
1,1425,None,352,1.25435209274,
1,1436,None,352,0.835916996002,
2,1783,None,352,0.446151971817,
1,1504,None,352,1.24063396454,
2,1879,None,352,1.18957304955,
1,1520,None,352,0.359103918076,
2,1896,None,352,1.46390295029,
1,1550,None,352,0.639996051788,
2,1932,None,352,1.26516795158,
2,1958,None,352,1.20727109909,
1,1585,None,352,1.39046001434,
2,1968,None,352,0.48130106926,
2,1976,None,352,1.58257198334,
2,1979,None,352,1.26104593277,
2,1992,None,352,1.36595702171,
1,1643,None,352,1.27907395363,
1,1656,None,352,1.37976408005,
1,1660,None,352,0.584119081497,
1,1713,None,352,0.958343982697,
2,2128,None,352,0.806587934494,
2,2167,Unknown,352,1.19574999809,
1,1765,None,352,0.988718032837,
1,1777,None,352,1.07420706749,
2,2194,Unknown,352,0.698033094406,
1,1803,None,352,1.2048459053,
2,2235,Unknown,352,0.72466301918,
2,2247,Unknown,352,1.02686190605,
2,2260,Unknown,352,1.50712990761,
2,2264,Unknown,352,1.05661010742,
2,2274,Aquaman,352,1.52110099792,
2,2286,None,352,1.25352501869,
1,1871,None,352,0.625761985779,
2,2298,None,352,1.28384208679,
1,1892,None,352,0.610287904739,
2,2350,None,352,0.688659906387,
2,2352,None,352,0.848968029022,
1,1939,None,352,1.2391269207,
2,2411,None,352,0.442677021027,
1,1985,None,352,1.52460098267,
2,2468,Aquaman,352,1.21275997162,
1,2020,None,352,0.32809305191,
2,2527,None,352,0.96040391922,
1,2074,None,352,0.770020961761,
2,2548,None,352,0.346721887589,
2,2555,None,352,1.44826793671,
2,2558,None,352,1.0480260849,
2,2565,None,352,0.677844047546,
2,2578,None,352,0.665740013123,
1,2108,None,352,0.357881069183,
2,2597,None,352,1.06535100937,
1,2164,None,352,1.3443980217,
2,2690,None,352,1.23284196854,
2,2736,None,352,0.41716504097,
1,2237,None,352,0.406527042389,
2,2759,None,352,1.06131505966,
2,2760,None,352,1.66137909889,
2,2787,None,352,1.24564790726,
1,2298,None,352,0.960480928421,
2,2833,None,352,0.500859975815,
2,2889,None,352,0.629065990448,
1,2370,None,352,0.646420955658,
2,2912,None,352,0.40673995018,
2,2935,None,352,1.03445100784,
2,2938,None,352,0.42724108696,
2,2978,None,352,0.883411884308,
1,2435,None,352,0.980739116669,
1,2438,None,352,1.60279393196,
2,3008,None,352,1.2418088913,
2,3057,None,352,0.822304010391,
1,2502,None,352,1.22939491272,
1,2534,None,352,1.34126210213,
1,2555,None,352,1.05993509293,
2,3139,Unknown,352,1.52472805977,
2,3175,None,352,0.986788034439,
2,3186,None,352,1.58861899376,
2,3231,None,352,1.32405090332,
1,2636,None,352,0.914787054062,
1,2638,None,352,1.59324193001,
2,3263,None,352,0.757344007492,
1,2672,None,352,0.869230985641,
2,3303,None,352,0.522383928299,
2,3316,None,352,0.848555088043,
2,3336,None,352,1.1337389946,
2,3406,Unknown,352,1.69011592865,
2,3407,Unknown,352,1.86565494537,
2,3423,Unknown,352,1.48788094521,
2,3457,None,352,1.09866905212,
2,3464,None,352,1.19914388657,
