camera,frame,prediction,consumers,latency
2,5,None,352,57.7534370422,
2,212,None,352,36.8108549118,
2,12,None,352,57.0009059906,
1,169,None,352,34.1920449734,
2,301,None,352,29.2573640347,
2,137,None,352,45.587086916,
2,36,None,352,55.7382559776,
1,345,None,352,9.78120589256,
2,3571,None,352,115.037668943,
2,3605,None,352,112.087833881,
1,2680,None,352,118.335086107,
1,2680,None,352,118.400819063,
2,3589,None,352,114.694681883,
2,61,None,352,53.7652599812,
2,341,None,352,27.0997409821,
2,456,None,352,13.1639900208,
2,253,None,352,35.3826758862,
2,366,None,352,25.4257740974,
2,52,None,352,55.5736811161,
2,403,None,352,20.6186571121,
1,44,None,352,53.8234620094,
1,171,None,352,36.9651920795,
1,275,None,352,24.8921709061,
2,419,None,352,20.5235049725,
1,426,None,352,3.66912889481,
2,597,None,352,0.529417037964,
2,611,None,352,1.13199090958,
1,551,None,352,0.308552026749,
2,753,None,352,0.940182924271,
1,594,None,352,1.25174999237,
1,599,None,352,1.35065889359,
2,792,None,352,0.466773033142,
1,628,None,352,1.06756591797,
2,842,None,352,1.20414710045,
2,879,None,352,0.310400009155,
1,688,None,352,0.485279083252,
2,897,None,352,0.607930898666,
2,909,None,352,0.784427881241,
1,722,None,352,1.40112090111,
2,926,None,352,0.849605083466,
2,931,None,352,0.463844060898,
1,775,None,352,0.99098610878,
2,995,None,352,0.525537014008,
2,1037,None,352,0.718183994293,
2,1075,None,352,0.721858978271,
2,1081,None,352,0.416635036469,
1,863,None,352,1.08093595505,
2,1129,None,352,1.20228791237,
1,906,None,352,0.808726072311,
1,914,None,352,0.542038917542,
2,1170,None,352,0.703747987747,
1,944,None,352,0.687820911407,
2,1189,None,352,1.29050707817,
2,1230,None,352,0.91512298584,
1,982,None,352,1.52640295029,
2,1258,None,352,1.26426100731,
2,1282,None,352,0.875166893005,
2,1330,None,352,0.501732110977,
2,1378,None,352,1.14278101921,
2,1466,None,352,1.29863500595,
2,1478,None,352,0.403876066208,
1,1275,None,352,0.39480304718,
2,1631,None,352,0.956259012222,
2,1697,None,352,0.593594074249,
2,1750,None,352,0.534061908722,
2,1761,None,352,1.13998103142,
1,1449,None,352,0.567598104477,
2,1797,None,352,1.17421293259,
2,1807,None,352,1.30343198776,
2,1822,None,352,0.918706893921,
1,1499,None,352,0.468328952789,
