camera,frame,prediction,consumers,latency
1,2742,None,352,107.761674881,
1,144,None,352,37.8736550808,
2,322,None,352,27.0725390911,
2,342,None,352,25.0997900963,
2,3620,None,352,110.412239075,
2,72,None,352,51.4715139866,
2,125,None,352,46.7704570293,
1,217,None,352,28.8374900818,
1,156,None,352,37.0796411037,
2,283,None,352,32.1360149384,
1,2690,None,352,116.40081811,
1,2690,None,352,116.4655509,
2,243,None,352,35.7910718918,
2,34,None,352,56.9497210979,
1,105,None,352,44.9642250538,
1,50,None,352,52.2948129177,
2,354,None,352,26.3577799797,
1,361,None,352,9.67758798599,
2,508,None,352,7.71939110756,
2,422,None,352,17.8758630753,
2,3592,None,352,115.036478996,
2,450,None,352,14.0950410366,
2,525,None,352,6.29223895073,
2,171,None,352,44.5382111073,
2,234,None,352,38.6007099152,
1,305,None,352,18.8487689495,
2,187,None,352,44.0255010128,
2,400,None,352,22.0409328938,
2,344,None,352,29.9114029408,
2,394,None,352,24.4763309956,
1,335,None,352,16.7237029076,
1,290,None,352,22.8308250904,
1,423,None,352,3.94167995453,
2,616,None,352,1.01521801949,
1,484,None,352,0.975182056427,
2,644,Unknown,352,1.08892011642,
1,497,None,352,0.706754922867,
1,509,None,352,0.398329973221,
2,665,None,352,1.07119607925,
1,514,None,352,1.75050210953,
1,533,None,352,0.880347013474,
2,699,None,352,0.47957611084,
1,544,None,352,1.58199095726,
1,553,None,352,0.606605052948,
1,581,None,352,0.713110923767,
2,790,None,352,1.08193492889,
2,816,None,352,1.18763303757,
1,643,None,352,0.924590110779,
2,831,None,352,0.802855014801,
1,669,None,352,0.960638999939,
1,673,None,352,1.56023406982,
1,692,None,352,1.18456101418,
2,934,None,352,0.803399085999,
2,956,None,352,1.41348004341,
2,982,None,352,1.05083703995,
1,784,None,352,0.845943927765,
1,785,None,352,1.51555609703,
2,1015,None,352,1.11058092117,
1,807,None,352,1.22605204582,
1,821,None,352,1.33389401436,
2,1051,None,352,0.964843988419,
2,1053,None,352,1.5634059906,
2,1083,None,352,0.687228918076,
1,869,None,352,0.816009998322,
1,873,None,352,1.41762900352,
1,889,None,352,1.52579188347,
2,1131,None,352,1.63196206093,
1,939,None,352,1.26422405243,
2,1182,None,352,1.86157202721,
1,953,None,352,0.961391925812,
2,1211,None,352,0.624918937683,
1,998,None,352,1.24984192848,
2,1274,None,352,1.35771989822,
2,1291,None,352,0.964080095291,
2,1351,None,352,1.10933303833,
1,1156,None,352,1.26724290848,
1,1215,None,352,1.05443310738,
1,1231,None,352,0.655399084091,
2,1548,None,352,1.18438410759,
2,1572,None,352,1.26632905006,
1,1280,None,352,1.38323688507,
1,1282,None,352,0.982009887695,
2,1593,None,352,1.65344810486,
1,1295,None,352,0.760531902313,
2,1611,None,352,1.35647511482,
2,1656,None,352,1.02199196815,
2,1661,None,352,0.312722921371,
1,1338,None,352,0.991482973099,
2,1670,None,352,0.640778064728,
2,1677,None,352,1.2354118824,
2,1717,None,352,0.867202043533,
2,1727,None,352,0.893670082092,
1,1403,None,352,1.48686599731,
2,1749,None,352,0.580466032028,
2,1754,None,352,1.18101906776,
1,1417,None,352,1.78501009941,
2,1801,None,352,0.397883892059,
2,1841,None,352,0.821624040604,
1,1491,None,352,0.367191076279,
1,1516,None,352,0.753423929214,
2,1908,None,352,0.878535032272,
2,1931,None,352,1.11970591545,
2,1943,None,352,0.718998908997,
2,1947,None,352,1.31499695778,
1,1591,None,352,1.42826104164,
1,1606,None,352,1.11329197884,
1,1613,None,352,1.21314406395,
2,2003,None,352,1.14962291718,
1,1642,None,352,1.12111711502,
2,2039,None,352,1.28851294518,
1,1680,None,352,0.40133190155,
2,2077,None,352,1.00351190567,
1,1692,None,352,0.979177951813,
2,2130,None,352,1.09473609924,
2,2149,Unknown,352,1.02674102783,
1,1763,None,352,1.16556596756,
2,2206,Unknown,352,1.02874994278,
2,2245,Unknown,352,0.787528991699,
1,1831,None,352,0.996658086777,
1,1838,None,352,1.17624306679,
1,1859,None,352,0.977840900421,
2,2293,None,352,1.07497096062,
2,2301,Unknown,352,1.24263691902,
2,2343,None,352,0.870244026184,
1,1918,None,352,1.01098704338,
1,1926,None,352,1.1948800087,
1,1927,None,352,0.818712949753,
2,2375,None,352,0.481640100479,
1,1970,None,352,1.69436097145,
1,1995,None,352,1.31448793411,
2,2608,None,352,0.99693608284,
2,2611,None,352,0.39693403244,
2,2612,None,352,1.07843208313,
1,2155,None,352,1.22790408134,
2,2653,None,352,1.3536798954,
2,2694,None,352,0.469322919846,
2,2721,None,352,0.540134906769,
1,2245,None,352,0.485466003418,
2,2775,None,352,1.10176491737,
2,2836,None,352,1.22793698311,
1,2326,None,352,0.829586029053,
1,2331,None,352,0.437796115875,
2,2871,None,352,0.58343911171,
1,2344,None,352,1.18303394318,
2,2908,None,352,1.31252503395,
2,2951,None,352,0.937700033188,
2,2955,None,352,0.528498888016,
1,2419,None,352,0.631417989731,
2,2990,None,352,1.24046993256,
1,2441,None,352,0.842881917953,
2,3003,None,352,0.953592061996,
1,2474,None,352,1.06077599525,
1,2487,None,352,1.07154488564,
2,3052,None,352,1.81576800346,
1,2491,None,352,1.42710804939,
2,3085,None,352,1.03349304199,
1,2539,None,352,1.14476108551,
2,3164,None,352,0.773449897766,
2,3177,None,352,1.22182106972,
2,3182,None,352,0.72168803215,
1,2602,None,352,0.815628051758,
1,2611,None,352,0.933654069901,
1,2616,None,352,0.538536071777,
1,2644,None,352,1.08597302437,
2,3251,None,352,0.692671060562,
2,3254,None,352,0.914500951767,
1,2653,None,352,1.52410697937,
2,3261,None,352,0.629815101624,
1,2666,None,352,1.08605504036,
1,2690,None,352,1.28855609894,
2,3354,None,352,1.42841601372,
1,2742,None,352,1.52167105675,
2,3375,None,352,0.628895044327,
2,3394,None,352,0.777535915375,
2,3426,None,352,0.64531493187,
2,3425,None,352,0.907109022141,
1,2813,None,352,0.920281887054,
1,2831,None,352,0.543227910995,
1,2832,None,352,1.14986300468,
2,3503,None,352,0.771493911743,
1,2908,None,352,0.94377207756,
1,2911,None,352,0.402926921844,
1,2918,None,352,0.507503032684,
2,3592,None,352,1.11122894287,
1,2943,None,352,1.20632791519,
1,2950,None,352,1.300385952,
2,3620,None,352,1.40310192108,
2,3654,None,352,0.995587110519,
2,3758,None,352,1.15592002869,
