camera,frame,prediction,consumers,latency
1,65,None,352,47.755589962,
1,92,None,352,44.8591849804,
2,235,None,352,35.1773378849,
2,299,None,352,29.2625110149,
2,3548,None,352,117.551386118,
2,3548,None,352,117.602292061,
2,123,None,352,46.9062929153,
2,418,None,352,15.9547579288,
2,3628,None,352,110.169394016,
2,3629,None,352,110.227988005,
2,3609,None,352,112.500946999,
2,189,None,352,41.5659909248,
1,271,None,352,21.8670949936,
1,100,None,352,46.0385649204,
2,387,None,352,22.0486140251,
1,336,None,352,13.4363079071,
1,261,None,352,25.0399239063,
1,408,None,352,4.20430397987,
1,152,None,352,40.3545820713,
2,80,None,352,53.5174219608,
2,442,None,352,15.5696489811,
1,153,None,352,40.8084390163,
2,535,None,352,5.86433792114,
2,436,None,352,17.053800106,
1,348,None,352,13.8908689022,
2,586,None,352,1.17473196983,
1,466,None,352,0.783402919769,
2,625,Unknown,352,1.06438994408,
2,646,Unknown,352,1.40398788452,
2,693,None,352,1.04016208649,
2,730,None,352,1.20413208008,
1,584,None,352,1.18309402466,
2,764,None,352,1.28501296043,
1,593,None,352,1.94694900513,
2,829,None,352,0.578824043274,
2,843,None,352,1.1156129837,
2,852,None,352,1.10305094719,
2,868,None,352,1.03061699867,
2,898,None,352,0.652502059937,
2,916,None,352,0.62456703186,
2,972,None,352,1.25754404068,
2,1004,None,352,0.508404970169,
1,810,None,352,0.608139038086,
2,1031,None,352,1.20222210884,
2,1032,None,352,1.55005097389,
1,818,None,352,1.22727108002,
1,819,None,352,1.92869305611,
1,833,None,352,1.03833794594,
2,1070,None,352,1.18350505829,
1,881,None,352,1.31600499153,
1,883,None,352,0.511492013931,
2,1117,None,352,1.20309209824,
1,900,None,352,0.768524885178,
2,1180,None,352,1.22991490364,
1,941,None,352,0.570511102676,
2,1224,None,352,1.0872490406,
2,1226,None,352,0.466664075851,
2,1253,None,352,0.618500947952,
1,1013,None,352,1.29224300385,
2,1275,None,352,1.13558197021,
1,1022,None,352,1.80776000023,
2,1356,None,352,0.630177021027,
2,1382,None,352,0.723692893982,
1,1116,None,352,0.571459054947,
1,1137,None,352,0.471477985382,
1,1139,None,352,0.953675985336,
2,1424,None,352,1.57497191429,
1,1145,None,352,1.04943299294,
2,1445,None,352,0.567089080811,
1,1176,None,352,0.569474935532,
1,1199,None,352,1.18254494667,
1,1211,None,352,0.579392910004,
2,1547,None,352,1.18709802628,
1,1252,None,352,1.16463708878,
1,1255,None,352,0.823596000671,
1,1256,None,352,1.3743519783,
2,1562,None,352,1.97106695175,
2,1623,None,352,0.987060070038,
1,1318,None,352,0.599493980408,
1,1323,None,352,1.19760489464,
2,1652,None,352,1.30395102501,
1,1333,None,352,0.619148015976,
1,1342,None,352,1.22619891167,
1,1364,None,352,0.828861951828,
1,1370,None,352,0.560554981232,
2,1698,None,352,1.23396492004,
1,1376,None,352,0.402396917343,
1,1394,None,352,1.0452311039,
1,1466,None,352,0.901483058929,
1,1471,None,352,0.501280069351,
2,1849,None,352,1.17104792595,
1,1498,None,352,0.420635938644,
2,1860,None,352,1.07493209839,
2,1861,None,352,1.759100914,
2,1911,None,352,0.888350009918,
1,1565,None,352,0.592729091644,
2,1955,None,352,1.20367908478,
2,1982,None,352,1.04520106316,
2,1984,None,352,1.73671507835,
1,1636,None,352,0.363862991333,
2,2033,None,352,0.558718919754,
1,1666,None,352,0.408724069595,
1,1686,None,352,1.52712106705,
1,1699,None,352,1.02239108086,
2,2174,Unknown,352,1.11236691475,
1,1796,None,352,2.02667093277,
2,2227,Unknown,352,1.43396401405,
1,1847,None,352,0.360780000687,
1,1869,None,352,0.468106031418,
1,1872,None,352,1.13867402077,
2,2303,Unknown,352,1.76886701584,
2,2315,Unknown,352,0.890702962875,
1,1900,None,352,0.461297988892,
2,2347,None,352,0.570525884628,
2,2364,None,352,1.17963695526,
1,1945,None,352,0.647036075592,
1,1946,None,352,0.811660051346,
1,1965,None,352,0.928030967712,
1,2012,None,352,1.23048710823,
2,2490,Aquaman,352,1.77380394936,
1,2036,None,352,0.87934589386,
2,2514,None,352,1.4843070507,
2,2516,None,352,1.22010111809,
1,2070,None,352,1.33433794975,
2,2544,None,352,0.932023048401,
1,2107,None,352,1.5593559742,
2,2585,None,352,1.15416789055,
2,2600,None,352,1.26288199425,
2,2635,None,352,1.03036594391,
1,2181,None,352,0.407408952713,
2,2713,None,352,0.590495109558,
1,2214,None,352,1.21629405022,
2,2753,None,352,0.685779094696,
1,2247,None,352,1.36336493492,
1,2249,None,352,1.53210997581,
1,2260,None,352,0.595240116119,
1,2261,None,352,1.13146400452,
2,2798,None,352,0.752007007599,
1,2297,None,352,0.86243391037,
2,2818,None,352,1.53184199333,
2,2832,None,352,0.400780916214,
1,2317,None,352,0.545402050018,
2,2850,None,352,0.638381958008,
1,2364,None,352,0.895896911621,
2,2904,None,352,0.447062015533,
1,2378,None,352,1.08649301529,
1,2389,None,352,0.741771936417,
1,2400,None,352,0.860948085785,
2,2946,None,352,0.471774101257,
2,2960,Unknown,352,1.14954710007,
2,2986,None,352,0.790982961655,
1,2437,None,352,1.38613891602,
2,3012,None,352,0.984975099564,
2,3029,None,352,0.585524082184,
1,2477,None,352,0.411781072617,
1,2490,None,352,1.18460798264,
2,3064,None,352,0.791529893875,
2,3082,None,352,0.899790048599,
2,3086,None,352,1.50515198708,
2,3106,None,352,1.35723304749,
1,2576,None,352,1.14773607254,
1,2585,None,352,1.27560210228,
2,3190,None,352,0.888396024704,
1,2617,None,352,0.571275949478,
1,2748,None,352,1.27261304855,
2,3379,None,352,1.38347005844,
2,3420,Unknown,352,1.15801310539,
2,3469,None,352,0.783147096634,
1,2853,None,352,0.430589914322,
1,2876,None,352,0.579437017441,
2,3548,None,352,0.680864095688,
2,3609,None,352,0.799856901169,
2,3628,None,352,0.990003108978,
2,3629,None,352,1.15751695633,
2,3656,None,352,1.27077889442,
2,3678,None,352,0.973645925522,
2,3747,None,352,0.592024087906,
