camera,frame,prediction,consumers,latency
2,8,None,50,36.9377090931,
2,88,None,50,28.9572389126,
2,53,None,50,33.1672639847,
1,48,None,50,30.1788289547,
1,23,None,50,34.6143739223,
1,26,None,50,33.6577830315,
2,23,None,50,36.8062989712,
1,14,None,50,35.8465359211,
1,3,None,50,37.0141260624,
1,25,None,50,35.052366972,
2,4,None,50,39.1945281029,
1,94,None,50,25.2308828831,
1,16,None,50,36.3849279881,
1,65,None,50,29.4180910587,
2,10,None,50,38.5816500187,
1,10,None,50,37.632652998,
1,34,None,50,33.8168389797,
1,66,None,50,29.8550629616,
2,109,None,50,29.0199398994,
1,79,None,50,28.0588579178,
1,54,None,50,32.2616770267,
1,103,None,50,25.2993249893,
2,102,None,50,30.45155406,
1,131,None,50,21.4892630577,
2,100,None,50,30.6496579647,
2,106,None,50,29.6846001148,
2,62,None,50,34.8470869064,
1,62,None,50,31.8963348866,
2,110,None,50,30.0632150173,
2,121,None,50,29.1215660572,
2,164,None,50,25.3464739323,
2,177,None,50,23.403785944,
2,191,None,50,22.724364996,
1,159,None,50,19.7983999252,
2,355,None,50,4.00701403618,
2,357,None,50,3.05884408951,
2,150,None,50,27.3236079216,
2,179,None,50,24.4161510468,
2,170,None,50,25.5760331154,
2,210,None,50,21.6263051033,
1,171,None,50,18.904143095,
2,244,None,50,18.95363307,
2,358,None,50,4.22405409813,
1,133,None,50,24.3255150318,
1,136,None,50,24.3545019627,
2,227,None,50,20.558134079,
2,238,None,50,19.6378440857,
2,256,None,50,17.7978820801,
2,314,None,50,9.81455492973,
2,207,None,50,23.0509710312,
2,217,None,50,22.0889210701,
2,380,None,50,3.2377910614,
1,238,None,50,9.36073899269,
2,337,None,50,8.87540197372,
2,224,None,50,22.0934569836,
1,177,None,50,20.1441340446,
2,250,None,50,20.2963380814,
1,189,None,50,18.3981060982,
2,407,None,50,0.627871990204,
1,290,None,50,2.22845411301,
1,198,None,50,18.335367918,
1,224,None,50,13.3775670528,
2,318,None,50,12.6032109261,
1,242,None,50,11.1167750359,
2,429,None,50,1.05450892448,
1,314,None,50,0.469228982925,
2,434,None,50,1.07095003128,
1,329,None,50,0.857954978943,
1,330,None,50,1.32990193367,
2,458,None,50,0.8137550354,
2,459,None,50,1.41393709183,
1,341,None,50,0.625154018402,
1,343,None,50,1.09484410286,
2,473,None,50,1.70093202591,
2,481,None,50,1.31590604782,
2,486,None,50,0.829782962799,
1,359,None,50,0.449645996094,
2,506,None,50,1.13995194435,
2,519,None,50,0.755491018295,
1,388,None,50,1.25060296059,
2,533,None,50,0.359580039978,
1,390,None,50,0.956563949585,
2,539,None,50,1.06314206123,
1,396,None,50,0.672190904617,
1,400,None,50,1.12891602516,
2,560,None,50,0.42809510231,
2,570,None,50,0.662334918976,
2,573,None,50,0.997064113617,
2,584,None,50,1.25235700607,
2,585,None,50,0.445729017258,
1,430,None,50,0.790978908539,
2,587,None,50,1.09274506569,
1,432,None,50,1.25760507584,
1,445,None,50,0.898893117905,
2,611,None,50,1.24837398529,
1,448,None,50,0.4083070755,
1,450,None,50,0.84556388855,
1,461,None,50,0.604820966721,
1,468,None,50,0.607474088669,
2,641,Unknown,50,1.39164304733,
1,477,None,50,1.02091693878,
2,654,None,50,1.42459011078,
1,482,None,50,1.07331800461,
1,485,None,50,1.68171405792,
2,662,None,50,1.87576794624,
2,668,None,50,0.994220018387,
2,667,None,50,1.53397297859,
2,674,None,50,0.66649889946,
2,673,None,50,1.05179095268,
2,677,None,50,1.15205597878,
1,495,None,50,1.26229000092,
1,498,None,50,0.513478040695,
1,499,None,50,1.10744094849,
1,507,None,50,0.733623981476,
2,696,None,50,0.907701015472,
2,705,None,50,0.858552932739,
2,709,None,50,1.30403208733,
2,727,None,50,0.350383996964,
1,533,None,50,0.681215047836,
2,735,None,50,1.27103996277,
1,538,None,50,0.425200939178,
2,752,None,50,0.322009086609,
2,753,None,50,0.627293109894,
1,557,None,50,0.521851062775,
2,772,None,50,0.63475894928,
2,776,None,50,1.19696807861,
1,570,None,50,0.439412117004,
2,780,None,50,0.587943077087,
1,572,None,50,0.860832929611,
2,800,None,50,0.779725074768,
1,586,None,50,0.985065937042,
1,587,None,50,1.15145611763,
1,588,None,50,1.27198910713,
1,593,None,50,0.971491098404,
2,812,None,50,1.18177008629,
2,823,None,50,0.373667001724,
2,829,None,50,1.01976203918,
2,830,None,50,1.12591910362,
1,611,None,50,0.640697002411,
1,618,None,50,0.7688510
